0.000,-1.818
1.000,-1.818
2.000,-1.818
3.000,-1.818
4.000,-1.818
5.000,-1.818
6.000,-1.818
7.000,-1.818
8.000,-1.818
9.000,-1.818
10.000,-1.818
11.000,0.255
12.000,0.582
13.000,0.909
14.000,1.236
15.000,1.600
16.000,1.891
17.000,1.891
18.000,1.891
19.000,1.891
20.000,1.891
21.000,1.818
22.000,1.855
23.000,1.855
24.000,1.818
25.000,1.855
26.000,1.927
27.000,1.964
28.000,1.964
29.000,1.927
30.000,1.891
31.000,1.855
32.000,1.891
33.000,1.818
34.000,1.855
35.000,1.855
36.000,1.782
37.000,1.891
38.000,1.891
39.000,1.964
40.000,2.000
41.000,2.000
42.000,2.000
43.000,1.964
44.000,1.927
45.000,1.818
46.000,1.818
47.000,1.818
48.000,1.782
49.000,1.491
50.000,1.164
51.000,0.836
52.000,0.636
53.000,0.618
54.000,0.691
55.000,1.345
56.000,2.545
57.000,3.527
58.000,2.818
59.000,3.073
60.000,3.236
61.000,3.327
62.000,3.382
63.000,3.309
64.000,3.127
65.000,2.945
66.000,2.764
67.000,2.400
68.000,2.073
69.000,2.145
70.000,2.182
71.000,1.927
72.000,1.709
73.000,1.745
74.000,1.745
75.000,1.964
76.000,2.109
77.000,2.436
78.000,2.473
79.000,2.582
80.000,2.509
81.000,2.327
82.000,2.036
83.000,1.818
84.000,1.491
85.000,1.345
86.000,1.200
87.000,1.345
88.000,1.600
89.000,1.855
90.000,2.073
91.000,2.255
92.000,2.400
93.000,2.436
94.000,2.327
95.000,2.145
96.000,1.927
97.000,1.673
98.000,1.418
99.000,1.200
100.000,1.200
101.000,1.455
102.000,1.709
103.000,1.927
104.000,2.109
105.000,2.255
106.000,2.291
107.000,2.291
108.000,2.182
109.000,2.000
110.000,1.818
111.000,1.491
112.000,1.309
113.000,1.200
114.000,1.345
115.000,1.527
116.000,1.782
117.000,1.964
118.000,2.145
119.000,2.218
120.000,2.255
121.000,2.145
122.000,2.000
123.000,1.855
124.000,1.636
125.000,1.382
126.000,1.236
127.000,1.382
128.000,1.527
129.000,1.709
130.000,1.891
131.000,2.036
132.000,2.145
133.000,2.182
134.000,2.109
135.000,2.000
136.000,1.782
137.000,1.673
138.000,1.455
139.000,1.309
140.000,1.382
141.000,1.455
142.000,1.673
143.000,1.855
144.000,2.000
145.000,2.109
146.000,2.145
147.000,2.073
148.000,1.964
149.000,1.855
150.000,1.636
151.000,1.455
152.000,1.418
153.000,1.382
154.000,1.418
155.000,1.636
156.000,1.818
157.000,1.964
158.000,2.073
159.000,2.109
160.000,2.073
161.000,1.964
162.000,1.818
163.000,1.636
164.000,1.491
165.000,1.491
166.000,1.491
167.000,1.527
168.000,1.636
169.000,1.818
170.000,1.927
171.000,2.036
172.000,2.036
173.000,2.036
174.000,1.964
175.000,1.855
176.000,1.673
177.000,1.564
178.000,1.527
179.000,1.527
180.000,1.564
181.000,1.636
182.000,1.818
183.000,1.927
184.000,1.964
185.000,1.964
186.000,2.000
187.000,1.927
188.000,1.818
189.000,1.636
190.000,1.636
191.000,1.600
192.000,1.600
193.000,1.636
194.000,1.673
195.000,1.855
196.000,1.927
197.000,1.964
198.000,1.964
199.000,1.964
200.000,1.891
201.000,1.782
202.000,1.673
203.000,1.636
204.000,1.600
205.000,1.636
206.000,1.709
207.000,1.709
208.000,1.655
209.000,1.473
210.000,1.291
211.000,1.164
212.000,1.109
213.000,0.964
214.000,1.091
215.000,1.273
216.000,1.473
217.000,1.673
218.000,1.800
219.000,1.964
220.000,2.000
221.000,2.000
222.000,2.036
223.000,1.891
224.000,1.818
225.000,1.745
226.000,1.673
227.000,1.673
228.000,1.636
229.000,1.673
230.000,1.745
231.000,1.855
232.000,1.818
233.000,1.891
234.000,1.927
235.000,1.964
